"state","x","y","se","indep_var","dep_var"
"Texas",0.466,0.226721215390138,0.0225500945697018,"fraction_long_edges_bracket_mean","num_donations"
"Texas",0.6239,0.216277460638666,0.0617156945549525,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.0734,-0.19712456989551,0.0111911004076276,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.1321,-0.103315824532554,0.010785080987915,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.17,-0.048136422603833,0.0107893164925172,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.2025,0,0,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.2328,0.0593274239154973,0.0210354772175848,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.2639,0.0554995262340244,0.0118778898741773,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.2972,0.106494891799347,0.0135372028038667,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.3334,0.119997483744392,0.0142169228137634,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.3744,0.134048143166886,0.0161632294278423,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.4254,0.148434135955978,0.0211712568138515,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.496,0.131474996522506,0.0254576209821051,"fraction_long_edges_bracket_mean","num_donations"
"Florida",0.6487,0.0721875872881562,0.0265621573741015,"fraction_long_edges_bracket_mean","num_donations"
"California",0.0917,-0.25226134182159,0.00966266490402252,"fraction_long_edges_bracket_mean","num_donations"
"California",0.1534,-0.123823838072742,0.010093454468193,"fraction_long_edges_bracket_mean","num_donations"
"California",0.193,-0.054466825821782,0.0104234709308051,"fraction_long_edges_bracket_mean","num_donations"
"California",0.2273,0,0,"fraction_long_edges_bracket_mean","num_donations"
"California",0.2603,0.050609554182996,0.0110466012348549,"fraction_long_edges_bracket_mean","num_donations"
"California",0.2934,0.0991735570498032,0.011960220528514,"fraction_long_edges_bracket_mean","num_donations"
"California",0.3282,0.149379833798252,0.0139112415123747,"fraction_long_edges_bracket_mean","num_donations"
"California",0.3661,0.198679442139453,0.0148128077763324,"fraction_long_edges_bracket_mean","num_donations"
"California",0.4096,0.196590671347348,0.0173645404596707,"fraction_long_edges_bracket_mean","num_donations"
"California",0.4618,0.267646323578135,0.0214209438358762,"fraction_long_edges_bracket_mean","num_donations"
"California",0.5348,0.251602583826791,0.0217720160567372,"fraction_long_edges_bracket_mean","num_donations"
"California",0.6877,0.202700690787079,0.0289912247399249,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.0614,-0.252170630047175,0.0120868635860279,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.1075,-0.149712891932485,0.0127422783169497,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.14,-0.0513990727878395,0.0143446226442818,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.1702,0,0,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.1991,0.0765241172628983,0.015007656687645,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.2295,0.138677362541016,0.0174768278346502,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.2621,0.209639341246362,0.0189961594984122,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.2988,0.228436757382075,0.0181015224472266,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.3421,0.288099496284534,0.0206600305123792,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.3948,0.388828841615782,0.0356600721006895,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.4705,0.43740459584828,0.0453189142196684,"fraction_long_edges_bracket_mean","num_donations"
"New York",0.6364,0.328319895279081,0.0662487823107626,"fraction_long_edges_bracket_mean","num_donations"
"Pennsylvania",0.0611,-0.0594700519326228,0.00197916833277558,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.1073,-0.0315931198412986,0.00187581167734133,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.139,-0.0150943649997455,0.0018118724674065,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.1673,0,0,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.195,0.0113859410589221,0.00175847372905328,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.2232,0.0222602637784739,0.00182140589319493,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.2533,0.034316565251336,0.00179478337354535,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.2877,0.0408876517891947,0.00185168971870238,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.3272,0.0507852408382146,0.0019611890692227,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.376,0.0630699267404946,0.00216103007200632,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.4447,0.0692915536814436,0.00259398672736052,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Pennsylvania",0.5998,0.0722105659011802,0.00366502650987629,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.0539,-0.0635593202772071,0.00233158437043404,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.0983,-0.0347491788954137,0.00212364035549232,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.1305,-0.017585716204028,0.00203083502536332,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.1594,0,0,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.188,0.0160636457663124,0.0019604055930613,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.2176,0.0306552143422376,0.00201277479782333,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
"Illinois",0.2487,0.0453175701385806,0.00203737948798519,"fraction_long_edges_bracket_mean","zip_log_income_mean_family"
