"county_fips","mean_degree_bracket","fill_var_bracket","fill_var_bracket_decile","fips"
13049,"25","[-0.011,-0.0028)","5",13049
2180,"17","[-0.22,-0.046)","1",2180
27015,"3","[-0.032,-0.021)","3",27015
27077,"13","[-0.011,-0.0028)","5",27077
30051,"19","[-0.011,-0.0028)","5",30051
22017,"15","[-0.0028,0.0083)","6",22017
38055,"20","[-0.011,-0.0028)","5",38055
39009,"6","[-0.032,-0.021)","3",39009
46119,"27","[-0.021,-0.011)","4",46119
54071,"19","[-0.046,-0.032)","2",54071
54003,"16","[0.033,0.052)","9",54003
48311,"28","[0.033,0.052)","9",48311
32005,"12","[0.052,0.11]","10",32005
28143,"30","[-0.011,-0.0028)","5",28143
29189,"16","[0.052,0.11]","10",29189
16031,"2","[-0.021,-0.011)","4",16031
8105,"15","[0.033,0.052)","9",8105
37125,"18","[0.033,0.052)","9",37125
13179,"28","[0.052,0.11]","10",13179
4021,"12","[0.052,0.11]","10",4021
51093,"29","[0.052,0.11]","10",51093
21053,"14","[-0.22,-0.046)","1",21053
22059,"18","[-0.22,-0.046)","1",22059
31067,"6","[-0.021,-0.011)","4",31067
31183,"17","[0.021,0.033)","8",31183
6033,"2","[-0.032,-0.021)","3",6033
40109,"3","[0.021,0.033)","8",40109
46127,"21","[0.033,0.052)","9",46127
54029,"23","[-0.0028,0.0083)","6",54029
54021,"19","[-0.046,-0.032)","2",54021
55007,"17","[-0.0028,0.0083)","6",55007
51031,"28","[0.021,0.033)","8",51031
13227,"22","[0.021,0.033)","8",13227
18151,"13","[0.021,0.033)","8",18151
21025,"16","[-0.22,-0.046)","1",21025
17197,"15","[0.033,0.052)","9",17197
18139,"22","[-0.011,-0.0028)","5",18139
21055,"25","[-0.046,-0.032)","2",21055
22065,"28","[-0.22,-0.046)","1",22065
19007,"7","[-0.22,-0.046)","1",19007
46123,"11","[-0.046,-0.032)","2",46123
55037,"26","[0.0083,0.021)","7",55037
51177,"28","[0.052,0.11]","10",51177
51009,"25","[0.0083,0.021)","7",51009
19135,"19","[-0.032,-0.021)","3",19135
6051,"4","[0.052,0.11]","10",6051
9001,"1","[-0.021,-0.011)","4",9001
39113,"6","[0.0083,0.021)","7",39113
37011,"16","[0.0083,0.021)","7",37011
39045,"17","[0.033,0.052)","9",39045
39147,"11","[-0.021,-0.011)","4",39147
42051,"5","[-0.22,-0.046)","1",42051
45083,"10","[0.0083,0.021)","7",45083
46061,"18","[-0.021,-0.011)","4",46061
55101,"8","[-0.0028,0.0083)","6",55101
28085,"25","[-0.046,-0.032)","2",28085
50023,"7","[0.021,0.033)","8",50023
18119,"23","[0.021,0.033)","8",18119
46039,"12","[-0.0028,0.0083)","6",46039
21217,"19","[-0.046,-0.032)","2",21217
27011,"13","[-0.032,-0.021)","3",27011
17175,"24","[-0.011,-0.0028)","5",17175
20049,"22","[-0.0028,0.0083)","6",20049
21139,"29","[0.0083,0.021)","7",21139
47189,"24","[0.052,0.11]","10",47189
35051,"9","[0.0083,0.021)","7",35051
40093,"24","[-0.011,-0.0028)","5",40093
40095,"19","[-0.0028,0.0083)","6",40095
56025,"2","[0.0083,0.021)","7",56025
48001,"15","[-0.0028,0.0083)","6",48001
48057,"15","[-0.032,-0.021)","3",48057
51590,"19","[-0.046,-0.032)","2",51590
19185,"19","[-0.032,-0.021)","3",19185
5019,"27","[-0.021,-0.011)","4",5019
53067,"6","[0.052,0.11]","10",53067
17075,"19","[-0.021,-0.011)","4",17075
6029,"1","[0.0083,0.021)","7",6029
48119,"28","[0.0083,0.021)","7",48119
19027,"4","[-0.046,-0.032)","2",19027
26059,"13","[-0.0028,0.0083)","6",26059
55103,"9","[-0.011,-0.0028)","5",55103
27029,"11","[-0.011,-0.0028)","5",27029
40135,"13","[-0.021,-0.011)","4",40135
53017,"8","[0.033,0.052)","9",53017
48315,"29","[0.0083,0.021)","7",48315
29145,"16","[0.0083,0.021)","7",29145
8023,"22","[0.021,0.033)","8",8023
8097,"2","[0.052,0.11]","10",8097
20147,"13","[-0.021,-0.011)","4",20147
24003,"13","[0.052,0.11]","10",24003
20159,"15","[-0.0028,0.0083)","6",20159
53073,"1","[0.021,0.033)","8",53073
48495,"19","[-0.021,-0.011)","4",48495
28061,"30","[-0.021,-0.011)","4",28061
28151,"25","[-0.22,-0.046)","1",28151
42013,"1","[-0.22,-0.046)","1",42013
51036,"29","[0.0083,0.021)","7",51036
51735,"28","[0.052,0.11]","10",51735
47115,"17","[-0.046,-0.032)","2",47115
13091,"25","[-0.046,-0.032)","2",13091
51520,"25","[0.033,0.052)","9",51520
19039,"11","[-0.021,-0.011)","4",19039
20097,"20","[-0.011,-0.0028)","5",20097
21091,"27","[-0.021,-0.011)","4",21091
12075,"20","[0.021,0.033)","8",12075
39007,"4","[-0.032,-0.021)","3",39007
16003,"17","[0.052,0.11]","10",16003
25011,"7","[0.021,0.033)","8",25011
30021,"7","[-0.021,-0.011)","4",30021
1083,"19","[-0.0028,0.0083)","6",1083
45003,"20","[0.0083,0.021)","7",45003
46021,"25","[-0.011,-0.0028)","5",46021
54053,"17","[-0.22,-0.046)","1",54053
29127,"10","[-0.046,-0.032)","2",29127
49057,"1","[0.033,0.052)","9",49057
19081,"15","[-0.011,-0.0028)","5",19081
51015,"4","[-0.0028,0.0083)","6",51015
36063,"7","[-0.011,-0.0028)","5",36063
18001,"8","[-0.032,-0.021)","3",18001
46005,"2","[-0.22,-0.046)","1",46005
13233,"18","[-0.032,-0.021)","3",13233
13257,"16","[-0.0028,0.0083)","6",13257
4023,"1","[-0.021,-0.011)","4",4023
4011,"18","[-0.011,-0.0028)","5",4011
26077,"5","[0.0083,0.021)","7",26077
30023,"8","[0.0083,0.021)","7",30023
35001,"1","[0.033,0.052)","9",35001
40053,"27","[-0.0028,0.0083)","6",40053
31029,"8","[-0.032,-0.021)","3",31029
31057,"17","[0.0083,0.021)","7",31057
16041,"3","[0.021,0.033)","8",16041
48289,"24","[0.0083,0.021)","7",48289
37157,"14","[-0.021,-0.011)","4",37157
19085,"14","[-0.011,-0.0028)","5",19085
24017,"29","[0.052,0.11]","10",24017
48051,"24","[0.0083,0.021)","7",48051
21133,"15","[-0.22,-0.046)","1",21133
27173,"9","[-0.032,-0.021)","3",27173
1073,"5","[-0.032,-0.021)","3",1073
35013,"1","[-0.011,-0.0028)","5",35013
36041,"25","[0.021,0.033)","8",36041
37135,"10","[0.052,0.11]","10",37135
39125,"20","[-0.032,-0.021)","3",39125
42083,"4","[-0.22,-0.046)","1",42083
48373,"17","[-0.0028,0.0083)","6",48373
48469,"7","[-0.011,-0.0028)","5",48469
31053,"4","[-0.011,-0.0028)","5",31053
31045,"13","[0.021,0.033)","8",31045
34039,"6","[0.0083,0.021)","7",34039
51051,"17","[-0.22,-0.046)","1",51051
47109,"24","[-0.032,-0.021)","3",47109
47123,"13","[-0.011,-0.0028)","5",47123
53005,"2","[0.0083,0.021)","7",53005
19003,"21","[-0.021,-0.011)","4",19003
19017,"16","[0.021,0.033)","8",19017
21149,"27","[-0.032,-0.021)","3",21149
22121,"30","[0.021,0.033)","8",22121
23031,"7","[0.033,0.052)","9",23031
13239,"30","[-0.0028,0.0083)","6",13239
2164,"25","[-0.032,-0.021)","3",2164
37095,"27","[-0.021,-0.011)","4",37095
37063,"14","[0.033,0.052)","9",37063
39141,"8","[-0.032,-0.021)","3",39141
55099,"8","[-0.0028,0.0083)","6",55099
29031,"12","[0.0083,0.021)","7",29031
5085,"25","[0.033,0.052)","9",5085
42017,"8","[0.033,0.052)","9",42017
48177,"15","[-0.046,-0.032)","2",48177
12073,"11","[0.033,0.052)","9",12073
12123,"7","[-0.22,-0.046)","1",12123
19133,"16","[-0.032,-0.021)","3",19133
24015,"17","[0.021,0.033)","8",24015
21083,"18","[-0.046,-0.032)","2",21083
48059,"27","[0.021,0.033)","8",48059
48243,"28","[0.033,0.052)","9",48243
20079,"10","[0.033,0.052)","9",20079
47089,"25","[0.033,0.052)","9",47089
18047,"24","[-0.011,-0.0028)","5",18047
48087,"26","[-0.22,-0.046)","1",48087
13003,"28","[-0.032,-0.021)","3",13003
17137,"12","[-0.021,-0.011)","4",17137
55027,"7","[0.021,0.033)","8",55027
21215,"29","[0.033,0.052)","9",21215
18089,"18","[0.021,0.033)","8",18089
12133,"23","[0.021,0.033)","8",12133
12013,"18","[-0.032,-0.021)","3",12013
38033,"17","[-0.021,-0.011)","4",38033
13109,"26","[-0.032,-0.021)","3",13109
27107,"14","[-0.011,-0.0028)","5",27107
1065,"30","[-0.011,-0.0028)","5",1065
40011,"21","[-0.032,-0.021)","3",40011
48333,"25","[-0.0028,0.0083)","6",48333
32033,"4","[-0.021,-0.011)","4",32033
29179,"19","[-0.22,-0.046)","1",29179
13053,"26","[0.052,0.11]","10",13053
42045,"11","[0.0083,0.021)","7",42045
51013,"2","[0.052,0.11]","10",51013
18083,"6","[-0.22,-0.046)","1",18083
48143,"17","[0.033,0.052)","9",48143
48073,"12","[-0.021,-0.011)","4",48073
12097,"10","[0.052,0.11]","10",12097
18099,"12","[-0.0028,0.0083)","6",18099
24047,"25","[0.033,0.052)","9",24047
40055,"23","[-0.021,-0.011)","4",40055
13217,"29","[0.033,0.052)","9",13217
16045,"11","[0.033,0.052)","9",16045
49013,"4","[-0.032,-0.021)","3",49013
19077,"20","[-0.011,-0.0028)","5",19077
35057,"20","[0.021,0.033)","8",35057
39061,"2","[-0.032,-0.021)","3",39061
41055,"14","[0.021,0.033)","8",41055
30015,"16","[0.0083,0.021)","7",30015
48247,"28","[-0.22,-0.046)","1",48247
34009,"19","[0.021,0.033)","8",34009
49039,"2","[-0.011,-0.0028)","5",49039
51175,"30","[0.021,0.033)","8",51175
15003,"1","[0.0083,0.021)","7",15003
48345,"28","[-0.011,-0.0028)","5",48345
39153,"5","[-0.0028,0.0083)","6",39153
22079,"10","[-0.046,-0.032)","2",22079
41005,"5","[0.052,0.11]","10",41005
26011,"22","[-0.0028,0.0083)","6",26011
20203,"10","[-0.021,-0.011)","4",20203
26103,"2","[-0.046,-0.032)","2",26103
40141,"23","[-0.046,-0.032)","2",40141
45073,"8","[-0.0028,0.0083)","6",45073
48437,"26","[-0.032,-0.021)","3",48437
48411,"21","[-0.032,-0.021)","3",48411
28037,"30","[-0.032,-0.021)","3",28037
48299,"23","[0.052,0.11]","10",48299
12083,"7","[0.033,0.052)","9",12083
13011,"27","[0.033,0.052)","9",13011
19101,"6","[-0.0028,0.0083)","6",19101
47159,"21","[-0.011,-0.0028)","5",47159
35003,"25","[0.033,0.052)","9",35003
37047,"21","[-0.046,-0.032)","2",37047
46103,"4","[0.033,0.052)","9",46103
51173,"4","[-0.22,-0.046)","1",51173
51193,"28","[0.021,0.033)","8",51193
47173,"23","[-0.0028,0.0083)","6",47173
20111,"3","[-0.011,-0.0028)","5",20111
20063,"22","[-0.0028,0.0083)","6",20063
46027,"6","[0.021,0.033)","8",46027
27035,"5","[0.021,0.033)","8",27035
8019,"15","[0.052,0.11]","10",8019
24043,"11","[0.021,0.033)","8",24043
26039,"16","[0.021,0.033)","8",26039
29185,"19","[-0.0028,0.0083)","6",29185
30045,"24","[0.033,0.052)","9",30045
48135,"4","[-0.0028,0.0083)","6",48135
29186,"14","[-0.011,-0.0028)","5",29186
44009,"11","[0.033,0.052)","9",44009
8079,"28","[0.052,0.11]","10",8079
36059,"4","[0.0083,0.021)","7",36059
20091,"5","[0.052,0.11]","10",20091
55093,"10","[0.033,0.052)","9",55093
30101,"11","[-0.0028,0.0083)","6",30101
1087,"30","[0.0083,0.021)","7",1087
41061,"2","[-0.021,-0.011)","4",41061
53043,"17","[0.033,0.052)","9",53043
48359,"28","[0.021,0.033)","8",48359
48093,"18","[-0.011,-0.0028)","5",48093
48375,"2","[-0.011,-0.0028)","5",48375
28127,"28","[-0.021,-0.011)","4",28127
49021,"2","[0.021,0.033)","8",49021
51077,"27","[-0.011,-0.0028)","5",51077
51197,"12","[-0.021,-0.011)","4",51197
13199,"29","[-0.011,-0.0028)","5",13199
6111,"1","[0.033,0.052)","9",6111
21167,"26","[-0.021,-0.011)","4",21167
22087,"25","[-0.0028,0.0083)","6",22087
20065,"18","[-0.011,-0.0028)","5",20065
53061,"2","[0.033,0.052)","9",53061
20029,"8","[-0.011,-0.0028)","5",20029
22023,"30","[0.021,0.033)","8",22023
36051,"13","[0.0083,0.021)","7",36051
39075,"8","[-0.021,-0.011)","4",39075
42039,"4","[-0.021,-0.011)","4",42039
45039,"29","[-0.021,-0.011)","4",45039
29033,"12","[-0.22,-0.046)","1",29033
48223,"16","[-0.011,-0.0028)","5",48223
33019,"8","[0.021,0.033)","8",33019
51195,"7","[-0.22,-0.046)","1",51195
13301,"30","[-0.032,-0.021)","3",13301
38085,"18","[-0.046,-0.032)","2",38085
13081,"26","[-0.22,-0.046)","1",13081
20149,"14","[0.033,0.052)","9",20149
5103,"26","[-0.046,-0.032)","2",5103
37121,"14","[-0.021,-0.011)","4",37121
41047,"1","[0.021,0.033)","8",41047
45045,"9","[0.033,0.052)","9",45045
48501,"11","[-0.22,-0.046)","1",48501
51187,"18","[0.033,0.052)","9",51187
19025,"17","[-0.021,-0.011)","4",19025
46077,"14","[-0.0028,0.0083)","6",46077
5009,"8","[-0.0028,0.0083)","6",5009
8057,"18","[0.033,0.052)","9",8057
26087,"20","[0.021,0.033)","8",26087
54089,"21","[-0.032,-0.021)","3",54089
20101,"19","[0.0083,0.021)","7",20101
8045,"2","[0.021,0.033)","8",8045
42033,"4","[-0.22,-0.046)","1",42033
46009,"11","[0.021,0.033)","8",46009
29105,"5","[-0.046,-0.032)","2",29105
48061,"1","[-0.046,-0.032)","2",48061
48193,"24","[0.0083,0.021)","7",48193
48211,"20","[-0.046,-0.032)","2",48211
29163,"12","[-0.046,-0.032)","2",29163
47147,"23","[0.033,0.052)","9",47147
47043,"18","[0.0083,0.021)","7",47043
51081,"28","[-0.032,-0.021)","3",51081
29153,"22","[-0.011,-0.0028)","5",29153
17059,"27","[-0.046,-0.032)","2",17059
47061,"15","[-0.22,-0.046)","1",47061
22021,"23","[-0.032,-0.021)","3",22021
17073,"14","[-0.011,-0.0028)","5",17073
27081,"14","[-0.0028,0.0083)","6",27081
39059,"9","[-0.032,-0.021)","3",39059
54039,"10","[-0.011,-0.0028)","5",54039
5149,"16","[-0.021,-0.011)","4",5149
37003,"21","[-0.0028,0.0083)","6",37003
37173,"9","[-0.032,-0.021)","3",37173
39155,"8","[-0.0028,0.0083)","6",39155
40021,"13","[-0.0028,0.0083)","6",40021
54093,"21","[-0.22,-0.046)","1",54093
55129,"13","[0.021,0.033)","8",55129
48217,"23","[0.021,0.033)","8",48217
49031,"22","[0.021,0.033)","8",49031
28031,"29","[-0.021,-0.011)","4",28031
8033,"21","[0.021,0.033)","8",8033
10003,"6","[0.021,0.033)","8",10003
20209,"8","[0.0083,0.021)","7",20209
21057,"21","[-0.22,-0.046)","1",21057
36009,"9","[-0.032,-0.021)","3",36009
41031,"7","[-0.011,-0.0028)","5",41031
46067,"13","[0.0083,0.021)","7",46067
53065,"6","[0.0083,0.021)","7",53065
55131,"6","[0.033,0.052)","9",55131
30037,"28","[0.052,0.11]","10",30037
48297,"25","[-0.021,-0.011)","4",48297
32019,"11","[0.052,0.11]","10",32019
48145,"28","[-0.0028,0.0083)","6",48145
48159,"27","[0.021,0.033)","8",48159
28047,"18","[0.021,0.033)","8",28047
29065,"9","[-0.046,-0.032)","2",29065
16015,"19","[0.052,0.11]","10",16015
48493,"26","[0.021,0.033)","8",48493
16075,"9","[0.033,0.052)","9",16075
26095,"12","[-0.032,-0.021)","3",26095
32031,"1","[0.052,0.11]","10",32031
1067,"30","[0.021,0.033)","8",1067
47013,"7","[-0.22,-0.046)","1",47013
48259,"24","[0.052,0.11]","10",48259
33011,"4","[0.033,0.052)","9",33011
48447,"29","[-0.0028,0.0083)","6",48447
13079,"30","[0.021,0.033)","8",13079
13039,"21","[0.052,0.11]","10",13039
36045,"6","[-0.0028,0.0083)","6",36045
18037,"3","[-0.22,-0.046)","1",18037
16033,"4","[0.021,0.033)","8",16033
22105,"19","[-0.021,-0.011)","4",22105
18061,"21","[0.0083,0.021)","7",18061
27019,"6","[0.052,0.11]","10",27019
12079,"23","[-0.032,-0.021)","3",12079
40063,"22","[-0.032,-0.021)","3",40063
55013,"9","[0.0083,0.021)","7",55013
19089,"10","[-0.021,-0.011)","4",19089
5091,"28","[0.0083,0.021)","7",5091
42047,"1","[-0.22,-0.046)","1",42047
29181,"12","[-0.046,-0.032)","2",29181
48287,"22","[-0.0028,0.0083)","6",48287
8075,"4","[-0.0028,0.0083)","6",8075
12115,"11","[0.052,0.11]","10",12115
16037,"15","[0.021,0.033)","8",16037
21117,"17","[0.033,0.052)","9",21117
27125,"15","[-0.011,-0.0028)","5",27125
19131,"8","[-0.032,-0.021)","3",19131
26163,"4","[-0.0028,0.0083)","6",26163
27041,"4","[0.021,0.033)","8",27041
33013,"9","[0.033,0.052)","9",33013
37141,"27","[0.052,0.11]","10",37141
38065,"27","[0.021,0.033)","8",38065
48323,"1","[-0.22,-0.046)","1",48323
48241,"25","[-0.021,-0.011)","4",48241
51670,"29","[0.033,0.052)","9",51670
18145,"15","[0.0083,0.021)","7",18145
12007,"22","[0.0083,0.021)","7",12007
12035,"19","[0.052,0.11]","10",12035
20207,"19","[-0.021,-0.011)","4",20207
13059,"10","[0.0083,0.021)","7",13059
25025,"1","[-0.0028,0.0083)","6",25025
30003,"10","[-0.22,-0.046)","1",30003
30073,"16","[-0.0028,0.0083)","6",30073
49005,"1","[0.052,0.11]","10",49005
51029,"27","[-0.032,-0.021)","3",51029
20127,"20","[-0.011,-0.0028)","5",20127
51117,"27","[-0.0028,0.0083)","6",51117
36083,"16","[0.021,0.033)","8",36083
48219,"23","[-0.021,-0.011)","4",48219
48041,"4","[-0.0028,0.0083)","6",48041
48389,"13","[-0.046,-0.032)","2",48389
12065,"29","[0.033,0.052)","9",12065
13267,"22","[-0.032,-0.021)","3",13267
13089,"28","[0.052,0.11]","10",13089
39093,"5","[-0.011,-0.0028)","5",39093
22027,"29","[-0.22,-0.046)","1",22027
56007,"8","[-0.0028,0.0083)","6",56007
37059,"20","[0.021,0.033)","8",37059
39019,"21","[0.0083,0.021)","7",39019
48127,"23","[-0.22,-0.046)","1",48127
31051,"15","[-0.011,-0.0028)","5",31051
48163,"16","[-0.22,-0.046)","1",48163
49035,"1","[0.052,0.11]","10",49035
18049,"16","[-0.0028,0.0083)","6",18049
5143,"4","[0.021,0.033)","8",5143
12053,"15","[0.052,0.11]","10",12053
21009,"18","[-0.032,-0.021)","3",21009
21065,"14","[-0.22,-0.046)","1",21065
26003,"15","[-0.021,-0.011)","4",26003
17057,"10","[-0.22,-0.046)","1",17057
5035,"26","[-0.032,-0.021)","3",5035
26151,"15","[-0.021,-0.011)","4",26151
26079,"20","[0.0083,0.021)","7",26079
20017,"24","[-0.011,-0.0028)","5",20017
20067,"7","[-0.22,-0.046)","1",20067
48291,"20","[-0.0028,0.0083)","6",48291
21151,"20","[-0.0028,0.0083)","6",21151
37119,"11","[0.052,0.11]","10",37119
44005,"10","[0.052,0.11]","10",44005
45089,"29","[-0.046,-0.032)","2",45089
29003,"26","[-0.0028,0.0083)","6",29003
29087,"21","[-0.032,-0.021)","3",29087
48137,"28","[-0.0028,0.0083)","6",48137
31145,"6","[-0.032,-0.021)","3",31145
28083,"28","[-0.22,-0.046)","1",28083
17097,"4","[0.021,0.033)","8",17097
19117,"13","[-0.021,-0.011)","4",19117
28049,"24","[-0.0028,0.0083)","6",28049
8121,"13","[0.021,0.033)","8",8121
27017,"9","[-0.0028,0.0083)","6",27017
13061,"30","[-0.046,-0.032)","2",13061
26067,"11","[-0.0028,0.0083)","6",26067
26071,"10","[-0.032,-0.021)","3",26071
35055,"12","[0.021,0.033)","8",35055
37185,"30","[-0.0028,0.0083)","6",37185
30105,"6","[-0.032,-0.021)","3",30105
29203,"19","[-0.046,-0.032)","2",29203
20033,"23","[-0.032,-0.021)","3",20033
13069,"16","[-0.22,-0.046)","1",13069
8069,"3","[0.052,0.11]","10",8069
22029,"27","[-0.22,-0.046)","1",22029
26127,"16","[0.0083,0.021)","7",26127
17027,"13","[-0.032,-0.021)","3",17027
48431,"30","[0.0083,0.021)","7",48431
21015,"22","[0.052,0.11]","10",21015
22045,"21","[-0.046,-0.032)","2",22045
37093,"29","[0.052,0.11]","10",37093
39017,"8","[0.021,0.033)","8",39017
46003,"20","[-0.011,-0.0028)","5",46003
55113,"7","[-0.011,-0.0028)","5",55113
48399,"23","[-0.021,-0.011)","4",48399
28023,"29","[-0.032,-0.021)","3",28023
51640,"21","[-0.021,-0.011)","4",51640
36007,"3","[-0.011,-0.0028)","5",36007
48037,"22","[-0.0028,0.0083)","6",48037
20107,"22","[0.021,0.033)","8",20107
20175,"1","[-0.22,-0.046)","1",20175
13305,"15","[-0.032,-0.021)","3",13305
5047,"19","[-0.011,-0.0028)","5",5047
54005,"23","[-0.22,-0.046)","1",54005
55063,"2","[-0.0028,0.0083)","6",55063
29207,"13","[-0.032,-0.021)","3",29207
6025,"1","[-0.0028,0.0083)","6",6025
38035,"3","[0.021,0.033)","8",38035
39121,"20","[-0.22,-0.046)","1",39121
28093,"30","[0.0083,0.021)","7",28093
29213,"14","[0.052,0.11]","10",29213
47181,"18","[-0.22,-0.046)","1",47181
47039,"25","[-0.032,-0.021)","3",47039
18063,"20","[0.052,0.11]","10",18063
28157,"30","[-0.046,-0.032)","2",28157
29073,"16","[-0.011,-0.0028)","5",29073
6063,"7","[0.021,0.033)","8",6063
36033,"3","[-0.22,-0.046)","1",36033
36121,"16","[0.0083,0.021)","7",36121
48459,"26","[0.021,0.033)","8",48459
20019,"22","[-0.011,-0.0028)","5",20019
12125,"25","[0.0083,0.021)","7",12125
24019,"22","[-0.021,-0.011)","4",24019
54061,"11","[0.021,0.033)","8",54061
19095,"14","[0.0083,0.021)","7",19095
38025,"23","[0.021,0.033)","8",38025
39169,"7","[0.0083,0.021)","7",39169
31143,"18","[-0.0028,0.0083)","6",31143
48129,"27","[-0.0028,0.0083)","6",48129
32001,"6","[0.033,0.052)","9",32001
48397,"27","[0.052,0.11]","10",48397
13317,"28","[-0.032,-0.021)","3",13317
29017,"23","[-0.021,-0.011)","4",29017
6021,"3","[-0.021,-0.011)","4",6021
20177,"2","[-0.0028,0.0083)","6",20177
27095,"12","[0.033,0.052)","9",27095
8041,"4","[0.052,0.11]","10",8041
26121,"3","[-0.22,-0.046)","1",26121
5145,"12","[-0.0028,0.0083)","6",5145
40003,"22","[-0.011,-0.0028)","5",40003
42091,"8","[0.033,0.052)","9",42091
48327,"28","[0.0083,0.021)","7",48327
42073,"9","[-0.032,-0.021)","3",42073
13117,"20","[0.052,0.11]","10",13117
16083,"2","[0.021,0.033)","8",16083
16051,"8","[0.052,0.11]","10",16051
51035,"24","[-0.011,-0.0028)","5",51035
17157,"12","[-0.22,-0.046)","1",17157
24023,"10","[-0.046,-0.032)","2",24023
2195,"7","[-0.011,-0.0028)","5",2195
19057,"6","[-0.021,-0.011)","4",19057
21077,"25","[-0.0028,0.0083)","6",21077
5073,"30","[-0.011,-0.0028)","5",5073
35053,"6","[-0.22,-0.046)","1",35053
46047,"20","[0.033,0.052)","9",46047
53019,"17","[-0.021,-0.011)","4",53019
48483,"25","[-0.046,-0.032)","2",48483
48421,"16","[-0.046,-0.032)","2",48421
30065,"15","[0.033,0.052)","9",30065
47093,"6","[0.033,0.052)","9",47093
17029,"8","[-0.021,-0.011)","4",17029
47041,"17","[-0.021,-0.011)","4",47041
18041,"10","[-0.22,-0.046)","1",18041
18059,"24","[0.052,0.11]","10",18059
48305,"29","[-0.011,-0.0028)","5",48305
18143,"15","[-0.032,-0.021)","3",18143
18097,"3","[0.0083,0.021)","7",18097
21143,"29","[0.0083,0.021)","7",21143
13241,"13","[0.0083,0.021)","7",13241
16027,"4","[0.052,0.11]","10",16027
20119,"13","[-0.011,-0.0028)","5",20119
20133,"11","[-0.032,-0.021)","3",20133
26107,"17","[0.021,0.033)","8",26107
21047,"19","[0.0083,0.021)","7",21047
35029,"2","[-0.22,-0.046)","1",35029
35039,"6","[-0.032,-0.021)","3",35039
42001,"14","[0.033,0.052)","9",42001
42093,"20","[0.021,0.033)","8",42093
54051,"21","[-0.032,-0.021)","3",54051
55119,"3","[-0.032,-0.021)","3",55119
30009,"18","[0.052,0.11]","10",30009
31135,"10","[-0.021,-0.011)","4",31135
38027,"9","[-0.032,-0.021)","3",38027
24041,"19","[0.021,0.033)","8",24041
17069,"24","[-0.22,-0.046)","1",17069
40101,"12","[-0.0028,0.0083)","6",40101
34037,"17","[0.033,0.052)","9",34037
54095,"25","[-0.046,-0.032)","2",54095
55005,"4","[-0.0028,0.0083)","6",55005
31035,"17","[0.0083,0.021)","7",31035
48085,"14","[0.052,0.11]","10",48085
32013,"3","[-0.0028,0.0083)","6",32013
42129,"9","[0.0083,0.021)","7",42129
47127,"29","[-0.0028,0.0083)","6",47127
47035,"7","[0.0083,0.021)","7",47035
13087,"24","[-0.046,-0.032)","2",13087
5119,"14","[0.021,0.033)","8",5119
29149,"14","[-0.021,-0.011)","4",29149
8113,"4","[0.052,0.11]","10",8113
36105,"11","[0.021,0.033)","8",36105
48453,"2","[0.033,0.052)","9",48453
5121,"15","[-0.046,-0.032)","2",5121
8083,"6","[0.033,0.052)","9",8083
24033,"21","[0.052,0.11]","10",24033
24011,"25","[0.021,0.033)","8",24011
20069,"18","[-0.011,-0.0028)","5",20069
21171,"17","[-0.22,-0.046)","1",21171
40025,"23","[-0.032,-0.021)","3",40025
56023,"8","[0.033,0.052)","9",56023
29091,"5","[-0.046,-0.032)","2",29091
30011,"26","[0.021,0.033)","8",30011
31071,"24","[0.0083,0.021)","7",31071
34007,"12","[0.021,0.033)","8",34007
48015,"22","[0.021,0.033)","8",48015
28051,"30","[-0.046,-0.032)","2",28051
28073,"29","[0.021,0.033)","8",28073
42087,"2","[-0.22,-0.046)","1",42087
29209,"24","[0.033,0.052)","9",29209
39043,"15","[-0.011,-0.0028)","5",39043
26013,"7","[-0.22,-0.046)","1",26013
22075,"29","[-0.0028,0.0083)","6",22075
22091,"30","[-0.0028,0.0083)","6",22091
8017,"19","[-0.011,-0.0028)","5",8017
45063,"20","[0.033,0.052)","9",45063
45075,"26","[-0.032,-0.021)","3",45075
45049,"28","[-0.046,-0.032)","2",45049
46087,"17","[0.021,0.033)","8",46087
55067,"7","[-0.011,-0.0028)","5",55067
30063,"2","[0.052,0.11]","10",30063
51097,"29","[0.033,0.052)","9",51097
5057,"27","[-0.046,-0.032)","2",5057
19175,"11","[-0.046,-0.032)","2",19175
37199,"16","[-0.0028,0.0083)","6",37199
37107,"26","[-0.021,-0.011)","4",37107
18091,"8","[-0.0028,0.0083)","6",18091
39033,"11","[-0.011,-0.0028)","5",39033
13027,"28","[-0.011,-0.0028)","5",13027
5097,"24","[-0.011,-0.0028)","5",5097
26113,"21","[0.0083,0.021)","7",26113
1133,"17","[-0.22,-0.046)","1",1133
36055,"1","[-0.032,-0.021)","3",36055
40105,"23","[-0.0028,0.0083)","6",40105
45037,"29","[-0.0028,0.0083)","6",45037
45019,"9","[0.033,0.052)","9",45019
53001,"2","[-0.22,-0.046)","1",53001
53049,"10","[0.0083,0.021)","7",53049
51550,"28","[0.052,0.11]","10",51550
9013,"13","[0.052,0.11]","10",9013
12105,"7","[0.021,0.033)","8",12105
20081,"15","[-0.021,-0.011)","4",20081
23017,"12","[-0.0028,0.0083)","6",23017
1021,"13","[-0.046,-0.032)","2",1021
13275,"21","[-0.032,-0.021)","3",13275
2261,"13","[0.0083,0.021)","7",2261
